TransactionID,CustomerID,ProductID,Quantity,UnitPrice,Discount,Region,PaymentMethod,InvoiceDate,Year,Month,Weekday,TotalSales,EffectivePrice
10719,1897,366,5,464.91,0.2,Port Harcourt,Transfer,2024-10-21,2024,10,Monday,1859.64,371.92800000000005
10720,1252,395,9,115.15,0.15,Lagos,Card,2024-09-19,2024,9,Thursday,880.8975000000002,97.8775
10721,1498,232,3,499.84,0.23,Port Harcourt,POS,2024-09-01,2024,9,Sunday,1154.6304,384.8768
10722,1753,340,3,89.9,0.28,Port Harcourt,Cash,2023-08-27,2023,8,Sunday,194.18400000000003,64.72800000000001
10723,1034,283,7,386.92,0.03,Lagos,Cash,2023-10-10,2023,10,Tuesday,2627.1868,375.3124
10724,1726,381,7,115.59,0.1,Port Harcourt,Cash,2024-03-17,2024,3,Sunday,728.217,104.031
10725,1848,334,6,45.02,0.1,Port Harcourt,Transfer,2023-10-27,2023,10,Friday,243.108,40.518
10726,1089,278,3,438.09,0.05,Port Harcourt,Cash,2023-04-03,2023,4,Monday,1248.5565,416.18549999999993
10727,1775,213,7,430.08,0.24,Kano,Cash,2024-07-30,2024,7,Tuesday,2288.0256,326.8608
10728,1604,346,5,204.77,0.23,Lagos,Transfer,2024-01-10,2024,1,Wednesday,788.3645,157.6729
10729,1921,327,7,352.69,0.15,Port Harcourt,Card,2024-11-16,2024,11,Saturday,2098.5054999999998,299.7865
10730,1969,253,2,280.75,0.16,Port Harcourt,Cash,2023-11-06,2023,11,Monday,471.65999999999997,235.82999999999998
10731,1601,347,6,427.21,0.02,Abuja,Transfer,2023-06-16,2023,6,Friday,2511.9948,418.6658
10732,1417,228,8,160.95,0.17,Kano,Transfer,2023-01-07,2023,1,Saturday,1068.7079999999999,133.58849999999998
10733,1114,223,1,264.22,0.24,Port Harcourt,POS,2023-02-12,2023,2,Sunday,200.80720000000002,200.80720000000002
10734,1616,281,4,245.26,0.17,Lagos,Cash,2023-12-06,2023,12,Wednesday,814.2632,203.5658
10735,1902,262,1,180.18,0.08,Port Harcourt,Cash,2023-06-02,2023,6,Friday,165.7656,165.7656
10736,1195,304,1,446.27,0.2,Lagos,Cash,2023-02-12,2023,2,Sunday,357.01599999999996,357.016
10737,1825,256,8,87.11,0.11,Port Harcourt,Cash,2024-12-25,2024,12,Wednesday,620.2232,77.5279
10738,1500,335,7,79.01,0.16,Kano,Cash,2023-07-20,2023,7,Thursday,464.57880000000006,66.36840000000001
10739,1625,261,1,290.57,0.15,Abuja,Card,2024-10-28,2024,10,Monday,246.9845,246.9845
10740,1492,356,2,330.46,0.11,Kano,Card,2024-10-26,2024,10,Saturday,588.2188,294.1094
10741,1074,216,4,101.34,0.22,Abuja,Card,2024-07-01,2024,7,Monday,316.1808,79.04520000000001
10742,1412,265,1,198.41,0.27,Lagos,Cash,2023-08-14,2023,8,Monday,144.83929999999998,144.83929999999998
10743,1375,205,3,473.55,0.0,Kano,POS,2024-09-24,2024,9,Tuesday,1420.65,473.55
10744,1419,257,8,250.315,0.28,Kano,Card,2024-06-04,2024,6,Tuesday,1441.8144,180.2268
10745,1728,268,8,335.84,0.15,Kano,Transfer,2023-12-05,2023,12,Tuesday,2283.712,285.464
10746,1276,355,8,371.37,0.21,Port Harcourt,Cash,2023-12-01,2023,12,Friday,2347.0584,293.38230000000004
10747,1760,261,6,226.82,0.26,Lagos,POS,2023-06-30,2023,6,Friday,1007.0808000000001,167.8468
10748,1675,368,6,469.08,0.14,Abuja,Transfer,2024-06-16,2024,6,Sunday,2420.4528,403.4088
10749,1393,396,5,369.65,0.25,Kano,Transfer,2023-09-29,2023,9,Friday,1386.1875,277.23749999999995
10750,1868,281,9,231.67,0.05,Lagos,Cash,2023-07-13,2023,7,Thursday,1980.7784999999997,220.08649999999997
10751,1456,368,4,286.82,0.05,Port Harcourt,Cash,2024-06-21,2024,6,Friday,1089.916,272.479
10752,1919,376,7,347.84,0.2,Port Harcourt,POS,2024-04-25,2024,4,Thursday,1947.9039999999998,278.272
10753,1191,376,1,298.13,0.26,Lagos,Cash,2023-04-08,2023,4,Saturday,220.6162,220.6162
10754,1738,270,9,439.96,0.27,Abuja,Cash,2024-03-05,2024,3,Tuesday,2890.5371999999998,321.1708
10755,1688,330,7,181.66,0.19,Lagos,Cash,2024-05-26,2024,5,Sunday,1030.0122,147.1446
10756,1098,209,9,153.44,0.16,Lagos,Cash,2023-11-23,2023,11,Thursday,1160.0064,128.8896
10757,1547,297,7,110.85,0.1,Port Harcourt,Transfer,2024-07-31,2024,7,Wednesday,698.3549999999999,99.765
10758,1977,288,2,23.7,0.29,Port Harcourt,Cash,2024-02-20,2024,2,Tuesday,33.653999999999996,16.826999999999998
10759,1998,234,6,26.29,0.1,Abuja,Cash,2023-04-21,2023,4,Friday,141.966,23.661
10760,1095,201,4,435.68,0.22,Port Harcourt,Transfer,2023-07-31,2023,7,Monday,1359.3216,339.8304
10761,1663,323,3,340.8,0.16,Lagos,Cash,2024-11-13,2024,11,Wednesday,858.816,286.272
10762,1662,223,2,331.96,0.18,Port Harcourt,Cash,2024-07-24,2024,7,Wednesday,544.4144,272.2072
10763,1189,273,6,309.25,0.12,Port Harcourt,Transfer,2023-01-30,2023,1,Monday,1632.84,272.14
10764,1735,365,8,425.36,0.29,Port Harcourt,Cash,2023-09-24,2023,9,Sunday,2416.0448,302.0056
10765,1036,221,6,242.73,0.17,Abuja,Card,2024-10-27,2024,10,Sunday,1208.7954,201.46589999999998
10766,1779,353,9,435.85,0.28,Lagos,Cash,2023-12-16,2023,12,Saturday,2824.308,313.812
10767,1368,370,5,182.93,0.0,Abuja,Transfer,2024-05-28,2024,5,Tuesday,914.6500000000001,182.93
10768,1694,382,2,463.72,0.17,Port Harcourt,Transfer,2024-11-11,2024,11,Monday,769.7752,384.8876
10769,1524,238,8,350.84,0.22,Port Harcourt,Card,2023-08-02,2023,8,Wednesday,2189.2416,273.6552
10770,1278,356,9,132.3,0.22,Abuja,Card,2023-09-08,2023,9,Friday,928.7460000000001,103.19400000000002
10771,1216,219,4,284.22,0.27,Port Harcourt,Card,2024-06-26,2024,6,Wednesday,829.9224,207.4806
10772,1866,240,6,268.85,0.0,Kano,Card,2023-11-15,2023,11,Wednesday,1613.1000000000001,268.85
10773,1872,381,8,73.26,0.0,Port Harcourt,POS,2023-07-02,2023,7,Sunday,586.08,73.26
10774,1797,347,9,297.67,0.14,Lagos,Transfer,2023-07-08,2023,7,Saturday,2303.9658,255.99620000000002
10775,1272,307,5,160.82,0.01,Port Harcourt,Cash,2024-12-25,2024,12,Wednesday,796.0589999999999,159.21179999999998
10776,1880,346,6,30.91,0.29,Lagos,Transfer,2023-05-07,2023,5,Sunday,131.6766,21.946099999999998
10777,1061,283,4,474.58,0.07,Port Harcourt,Transfer,2023-10-23,2023,10,Monday,1765.4376,441.35939999999994
10778,1595,310,5,322.54,0.14,Abuja,Transfer,2023-01-23,2023,1,Monday,1386.922,277.3844
10779,1879,265,7,439.07,0.02,Abuja,Card,2024-06-13,2024,6,Thursday,3012.0202,430.2886
10780,1728,357,9,339.65,0.16,Port Harcourt,Card,2023-03-20,2023,3,Monday,2567.754,285.306
10781,1341,252,6,181.71,0.11,Lagos,POS,2024-06-29,2024,6,Saturday,970.3314,161.7219
10782,1396,233,6,258.78,0.01,Port Harcourt,Transfer,2024-04-14,2024,4,Sunday,1537.1531999999997,256.19219999999996
10783,1698,349,8,339.49,0.1,Lagos,Cash,2024-09-10,2024,9,Tuesday,2444.328,305.541
10784,1018,266,4,480.32,0.12,Port Harcourt,POS,2023-11-01,2023,11,Wednesday,1690.7264,422.6816
10785,1176,333,3,130.57,0.3,Port Harcourt,Card,2024-03-23,2024,3,Saturday,274.197,91.39899999999999
10786,1611,226,7,438.11,0.06,Port Harcourt,Transfer,2023-07-18,2023,7,Tuesday,2882.7638,411.8234
10787,1395,209,5,462.42,0.16,Abuja,Card,2023-07-10,2023,7,Monday,1942.164,388.4328
10788,1444,272,2,336.86,0.3,Lagos,Cash,2023-08-20,2023,8,Sunday,471.60400000000004,235.802
10789,1232,295,2,465.98,0.24,Port Harcourt,Card,2024-07-27,2024,7,Saturday,708.2896000000001,354.14480000000003
10790,1914,247,6,201.95,0.3,Port Harcourt,Card,2024-07-07,2024,7,Sunday,848.1899999999998,141.36499999999998
10791,1075,269,8,476.74,0.29,Port Harcourt,POS,2023-01-24,2023,1,Tuesday,2707.8832,338.48539999999997
10792,1264,386,1,352.88,0.15,Abuja,Cash,2024-11-05,2024,11,Tuesday,299.948,299.948
10793,1454,299,6,25.79,0.21,Kano,Cash,2024-04-05,2024,4,Friday,122.2446,20.3741
10794,1795,258,2,453.9,0.03,Abuja,Cash,2023-07-02,2023,7,Sunday,880.5659999999999,440.28299999999996
10795,1717,201,2,244.81,0.13,Kano,Cash,2024-03-08,2024,3,Friday,425.9694,212.9847
10796,1734,356,7,232.86,0.24,Abuja,Transfer,2024-08-29,2024,8,Thursday,1238.8152,176.9736
10797,1383,395,1,285.4,0.15,Port Harcourt,Cash,2023-03-24,2023,3,Friday,242.58999999999997,242.58999999999997
10798,1563,264,6,78.95,0.21,Port Harcourt,Transfer,2023-04-03,2023,4,Monday,374.22300000000007,62.37050000000001
10799,1850,282,7,237.24,0.22,Lagos,Card,2023-10-05,2023,10,Thursday,1295.3304,185.0472
10800,1505,353,8,416.41,0.08,Port Harcourt,Cash,2024-09-08,2024,9,Sunday,3064.7776000000003,383.09720000000004
10801,1366,209,7,12.66,0.26,Port Harcourt,POS,2023-03-26,2023,3,Sunday,65.5788,9.3684
10802,1143,252,6,140.09,0.14,Lagos,Cash,2024-07-26,2024,7,Friday,722.8643999999999,120.4774
10803,1884,278,9,6.22,0.06,Kano,Cash,2023-07-27,2023,7,Thursday,52.621199999999995,5.846799999999999
10804,1068,258,3,210.78,0.26,Kano,Card,2024-10-31,2024,10,Thursday,467.9316,155.9772
10805,1098,349,6,365.52,0.13,Port Harcourt,Cash,2024-08-03,2024,8,Saturday,1908.0144,318.00239999999997
10806,1395,378,4,400.39,0.23,Lagos,Cash,2024-03-19,2024,3,Tuesday,1233.2012,308.3003
10807,1024,247,2,472.87,0.16,Port Harcourt,Card,2024-01-05,2024,1,Friday,794.4216,397.2108
10808,1947,348,1,306.21,0.11,Port Harcourt,Card,2024-10-12,2024,10,Saturday,272.52689999999996,272.5269
10809,1890,322,1,131.04,0.24,Kano,Card,2024-04-20,2024,4,Saturday,99.59039999999999,99.59039999999999
10810,1468,221,3,462.45,0.18,Port Harcourt,POS,2024-05-18,2024,5,Saturday,1137.627,379.209
10811,1483,299,4,388.78,0.12,Port Harcourt,Card,2023-08-19,2023,8,Saturday,1368.5056,342.1264
10812,1564,297,2,289.34,0.03,Abuja,Card,2023-12-26,2023,12,Tuesday,561.3195999999999,280.65979999999996
10813,1150,357,1,349.34,0.27,Abuja,Card,2024-07-16,2024,7,Tuesday,255.01819999999998,255.01819999999998
10814,1143,224,4,462.54,0.01,Port Harcourt,Cash,2023-01-19,2023,1,Thursday,1831.6584,457.9146
10815,1568,227,7,357.64,0.26,Lagos,Cash,2024-11-20,2024,11,Wednesday,1852.5752,264.6536
10816,1038,392,6,187.35,0.11,Port Harcourt,POS,2023-07-28,2023,7,Friday,1000.449,166.7415
10817,1108,312,6,357.95,0.19,Port Harcourt,POS,2023-05-11,2023,5,Thursday,1739.6369999999997,289.9395
10818,1692,244,9,24.94,0.28,Abuja,Cash,2024-01-19,2024,1,Friday,161.6112,17.9568
10819,1041,267,2,196.28,0.05,Kano,Cash,2023-04-02,2023,4,Sunday,372.932,186.46599999999998
10820,1185,206,4,206.13,0.17,Port Harcourt,POS,2024-06-26,2024,6,Wednesday,684.3516,171.0879
10821,1934,248,5,87.58,0.23,Port Harcourt,POS,2023-12-28,2023,12,Thursday,337.183,67.4366
10822,1397,336,1,16.43,0.23,Port Harcourt,Cash,2023-05-04,2023,5,Thursday,12.6511,12.6511
10823,1222,363,8,71.02,0.16,Abuja,Card,2024-10-09,2024,10,Wednesday,477.2544,59.6568
10824,1633,282,8,329.04,0.19,Abuja,Transfer,2023-09-30,2023,9,Saturday,2132.1792,266.52240000000006
10825,1132,328,6,402.13,0.23,Port Harcourt,Cash,2023-12-21,2023,12,Thursday,1857.8405999999998,309.6401
10826,1162,337,5,494.16,0.25,Port Harcourt,Transfer,2023-04-10,2023,4,Monday,1853.1000000000001,370.62
10827,1214,363,8,176.45,0.23,Lagos,Cash,2024-09-07,2024,9,Saturday,1086.9319999999998,135.8665
10828,1732,272,3,301.69,0.11,Kano,Cash,2023-10-28,2023,10,Saturday,805.5123,268.5041
10829,1234,245,3,468.89,0.3,Port Harcourt,Card,2024-08-31,2024,8,Saturday,984.6690000000001,328.22299999999996
10830,1842,305,2,87.69,0.13,Port Harcourt,POS,2023-07-22,2023,7,Saturday,152.5806,76.2903
10831,1657,359,5,360.23,0.01,Port Harcourt,Cash,2023-01-21,2023,1,Saturday,1783.1385,356.6277
10832,1750,231,3,378.71,0.11,Abuja,Cash,2023-07-17,2023,7,Monday,1011.1556999999999,337.0519
10833,1587,205,3,49.04,0.04,Abuja,Card,2023-04-22,2023,4,Saturday,141.2352,47.078399999999995
10834,1008,375,6,431.32,0.04,Lagos,Transfer,2023-05-29,2023,5,Monday,2484.4032,414.06719999999996
10835,1073,365,8,407.49,0.08,Abuja,POS,2024-01-16,2024,1,Tuesday,2999.1264,374.8908
10836,1953,344,2,21.53,0.02,Port Harcourt,Cash,2023-07-02,2023,7,Sunday,42.198800000000006,21.0994
10837,1491,273,4,50.09,0.21,Kano,Transfer,2023-12-03,2023,12,Sunday,158.2844,39.5711
10838,1912,313,7,29.32,0.02,Kano,Cash,2023-12-04,2023,12,Monday,201.1352,28.7336
10839,1252,226,1,170.7,0.06,Kano,Cash,2023-10-27,2023,10,Friday,160.458,160.45799999999997
10840,1229,253,1,257.1,0.03,Kano,Cash,2024-08-23,2024,8,Friday,249.38700000000003,249.38700000000003
10841,1518,377,7,268.51,0.02,Port Harcourt,POS,2023-08-10,2023,8,Thursday,1841.9786,263.1398
10842,1173,362,7,137.5,0.08,Port Harcourt,Transfer,2024-02-13,2024,2,Tuesday,885.5,126.5
10843,1652,284,1,456.24,0.17,Port Harcourt,Cash,2024-11-19,2024,11,Tuesday,378.67920000000004,378.6792
10844,1167,326,1,187.29,0.29,Lagos,Card,2023-04-28,2023,4,Friday,132.9759,132.9759
10845,1169,352,4,27.55,0.26,Abuja,POS,2023-06-23,2023,6,Friday,81.548,20.387
10846,1392,355,5,153.61,0.26,Abuja,Cash,2023-08-07,2023,8,Monday,568.3570000000001,113.6714
10847,1945,310,5,267.9,0.05,Port Harcourt,Transfer,2024-01-11,2024,1,Thursday,1272.525,254.50499999999997
10848,1794,214,4,207.07,0.08,Kano,Transfer,2024-12-30,2024,12,Monday,762.0176,190.5044
10849,1633,331,8,140.55,0.02,Port Harcourt,Card,2023-11-15,2023,11,Wednesday,1101.912,137.739
10850,1193,292,7,70.01,0.23,Lagos,Cash,2024-08-11,2024,8,Sunday,377.35390000000007,53.907700000000006
10852,1028,272,7,498.09,0.17,Port Harcourt,Card,2023-03-19,2023,3,Sunday,2893.9028999999996,413.4147
10853,1164,354,1,168.12,0.07,Port Harcourt,Card,2024-03-16,2024,3,Saturday,156.3516,156.3516
10854,1421,353,7,193.9,0.07,Port Harcourt,Cash,2023-07-20,2023,7,Thursday,1262.289,180.327
10855,1338,346,1,310.93,0.3,Port Harcourt,Card,2024-07-29,2024,7,Monday,217.651,217.65099999999998
10856,1647,291,7,360.63,0.23,Kano,POS,2024-02-19,2024,2,Monday,1943.7957,277.6851
10857,1495,216,8,199.05,0.25,Port Harcourt,Transfer,2023-01-04,2023,1,Wednesday,1194.3000000000002,149.28750000000002
10858,1364,242,9,452.94,0.17,Lagos,POS,2023-03-24,2023,3,Friday,3383.4618,375.9402
10859,1832,320,3,282.2,0.26,Port Harcourt,Card,2024-12-05,2024,12,Thursday,626.4839999999999,208.828
10860,1341,240,4,227.94,0.19,Abuja,Card,2024-05-07,2024,5,Tuesday,738.5255999999999,184.6314
10861,1499,369,4,325.1,0.28,Port Harcourt,POS,2023-01-06,2023,1,Friday,936.288,234.072
10863,1510,367,7,398.3,0.18,Abuja,Card,2024-12-29,2024,12,Sunday,2286.242,326.60600000000005
10864,1326,238,3,24.81,0.21,Port Harcourt,POS,2023-12-13,2023,12,Wednesday,58.799699999999994,19.599899999999998
10865,1216,312,5,169.49,0.12,Lagos,POS,2024-06-17,2024,6,Monday,745.7560000000001,149.15120000000002
10866,1300,350,7,237.92,0.26,Kano,Transfer,2024-10-18,2024,10,Friday,1232.4255999999998,176.0608
10867,1131,310,8,160.69,0.29,Lagos,Cash,2024-03-26,2024,3,Tuesday,912.7192,114.08989999999999
10868,1803,379,1,351.59,0.15,Abuja,Cash,2023-05-25,2023,5,Thursday,298.8515,298.8515
10869,1069,246,2,414.0,0.12,Kano,POS,2023-01-02,2023,1,Monday,728.64,364.32
10870,1251,262,7,367.02,0.14,Port Harcourt,Transfer,2023-10-15,2023,10,Sunday,2209.4604,315.6372
10871,1414,309,2,494.72,0.26,Abuja,Cash,2023-08-13,2023,8,Sunday,732.1856,366.0928
10872,1786,268,7,139.91,0.19,Kano,Transfer,2024-03-12,2024,3,Tuesday,793.2897,113.3271
10874,1875,375,2,384.48,0.16,Kano,Cash,2023-06-15,2023,6,Thursday,645.9264000000001,322.96320000000003
10875,1181,233,7,184.28,0.01,Port Harcourt,Card,2024-01-08,2024,1,Monday,1277.0604,182.4372
10876,1166,239,4,368.39,0.23,Port Harcourt,Cash,2024-10-14,2024,10,Monday,1134.6412,283.6603
10877,1090,260,2,56.52,0.1,Kano,Cash,2024-05-21,2024,5,Tuesday,101.736,50.868
10878,1713,377,7,395.72,0.14,Lagos,Cash,2024-07-29,2024,7,Monday,2382.2344,340.3192
10879,1857,394,5,268.5,0.24,Lagos,Card,2023-11-29,2023,11,Wednesday,1020.3,204.06
10880,1530,261,1,149.68,0.01,Port Harcourt,Cash,2023-07-31,2023,7,Monday,148.1832,148.1832
10881,1038,257,5,329.61,0.05,Abuja,Cash,2023-10-16,2023,10,Monday,1565.6475000000003,313.1295
10882,1125,360,3,322.6,0.12,Kano,Cash,2024-09-01,2024,9,Sunday,851.6640000000001,283.88800000000003
10883,1450,274,7,108.7,0.07,Abuja,POS,2023-06-15,2023,6,Thursday,707.637,101.091
10884,1172,215,6,20.05,0.1,Lagos,POS,2023-05-06,2023,5,Saturday,108.27000000000001,18.045
10885,1652,281,8,219.64,0.3,Abuja,Cash,2023-06-06,2023,6,Tuesday,1229.984,153.748
10886,1753,293,5,286.91,0.25,Port Harcourt,Card,2024-07-26,2024,7,Friday,1075.9125000000001,215.1825
10887,1219,247,2,250.315,0.27,Port Harcourt,Card,2023-02-01,2023,2,Wednesday,365.45989999999995,182.72995
10888,1637,337,9,464.47,0.28,Lagos,Card,2023-10-01,2023,10,Sunday,3009.7656,334.4184
10889,1057,281,8,266.76,0.1,Abuja,Card,2023-10-28,2023,10,Saturday,1920.672,240.084
10890,1659,237,6,378.13,0.09,Kano,Transfer,2023-01-21,2023,1,Saturday,2064.5897999999997,344.0983
10891,1475,326,7,222.46,0.07,Lagos,Cash,2024-06-07,2024,6,Friday,1448.2146,206.8878
10892,1455,218,9,374.31,0.25,Port Harcourt,Cash,2024-09-06,2024,9,Friday,2526.5924999999997,280.7325
10893,1828,363,7,106.38,0.2,Lagos,Transfer,2023-10-03,2023,10,Tuesday,595.728,85.104
10894,1894,386,3,188.68,0.07,Abuja,Card,2023-01-07,2023,1,Saturday,526.4172,175.4724
10895,1360,262,6,318.94,0.11,Abuja,Cash,2024-03-30,2024,3,Saturday,1703.1396,283.8566
10896,1934,276,7,13.99,0.15,Abuja,Cash,2023-05-10,2023,5,Wednesday,83.24050000000001,11.8915
10897,1000,373,2,362.62,0.16,Port Harcourt,Transfer,2023-10-26,2023,10,Thursday,609.2016,304.6008
10898,1386,330,3,418.59,0.27,Abuja,Cash,2023-04-07,2023,4,Friday,916.7121,305.5707
10899,1972,301,4,202.58,0.11,Port Harcourt,POS,2023-10-04,2023,10,Wednesday,721.1848,180.29620000000003
10900,1347,264,6,226.73,0.27,Port Harcourt,Cash,2023-10-12,2023,10,Thursday,993.0773999999999,165.5129
10901,1189,319,1,426.38,0.13,Port Harcourt,Cash,2023-06-22,2023,6,Thursday,370.9506,370.9506
10902,1504,290,9,388.95,0.22,Port Harcourt,POS,2023-11-28,2023,11,Tuesday,2730.4289999999996,303.38100000000003
10903,1190,207,5,147.63,0.28,Port Harcourt,Cash,2023-07-24,2023,7,Monday,531.468,106.2936
10904,1507,378,7,165.37,0.27,Lagos,POS,2023-04-13,2023,4,Thursday,845.0407,120.7201
10905,1368,272,9,341.04,0.02,Abuja,Cash,2024-09-16,2024,9,Monday,3007.9728,334.2192
10906,1408,333,9,283.78,0.06,Lagos,Cash,2023-12-26,2023,12,Tuesday,2400.7787999999996,266.75319999999994
10907,1823,306,1,85.3,0.14,Lagos,Cash,2023-05-11,2023,5,Thursday,73.358,73.35799999999999
10908,1928,288,1,158.42,0.13,Port Harcourt,Transfer,2023-02-08,2023,2,Wednesday,137.8254,137.8254
10909,1933,238,3,450.49,0.19,Kano,Cash,2023-11-03,2023,11,Friday,1094.6907,364.8969
10910,1116,312,6,345.65,0.28,Abuja,Card,2024-06-03,2024,6,Monday,1493.2079999999996,248.86799999999997
10911,1133,387,2,493.06,0.03,Kano,POS,2023-02-15,2023,2,Wednesday,956.5364,478.2682
10912,1057,227,1,384.67,0.14,Port Harcourt,Card,2023-07-13,2023,7,Thursday,330.8162,330.8162
10913,1555,296,1,471.28,0.06,Port Harcourt,Cash,2024-06-01,2024,6,Saturday,443.0032,443.00319999999994
10914,1684,381,5,112.01,0.27,Lagos,Cash,2024-07-23,2024,7,Tuesday,408.8365,81.7673
10915,1671,236,4,386.89,0.29,Port Harcourt,Card,2023-06-18,2023,6,Sunday,1098.7676000000001,274.6919
10916,1172,336,1,15.01,0.14,Port Harcourt,Card,2023-05-02,2023,5,Tuesday,12.9086,12.9086
10917,1828,281,4,337.03,0.03,Kano,Card,2023-09-06,2023,9,Wednesday,1307.6763999999998,326.91909999999996
10918,1814,255,3,237.29,0.24,Port Harcourt,Cash,2023-07-26,2023,7,Wednesday,541.0212,180.3404
10919,1148,386,2,176.65,0.21,Lagos,Cash,2023-04-25,2023,4,Tuesday,279.107,139.5535
10920,1079,284,9,431.89,0.11,Port Harcourt,Cash,2023-08-27,2023,8,Sunday,3459.4388999999996,384.3821
10921,1885,201,1,427.86,0.27,Port Harcourt,Card,2024-07-19,2024,7,Friday,312.3378,312.3378
10922,1212,388,7,16.04,0.29,Port Harcourt,POS,2023-03-17,2023,3,Friday,79.7188,11.388399999999999
10923,1202,257,4,306.71,0.17,Abuja,Cash,2023-06-18,2023,6,Sunday,1018.2771999999999,254.56929999999997
10924,1763,306,5,187.08,0.17,Port Harcourt,Cash,2023-02-17,2023,2,Friday,776.3820000000001,155.2764
10925,1228,322,5,210.75,0.09,Port Harcourt,Cash,2023-03-11,2023,3,Saturday,958.9125,191.7825
10926,1675,387,1,416.86,0.18,Abuja,Card,2024-05-22,2024,5,Wednesday,341.8252,341.82520000000005
10927,1226,367,6,158.37,0.13,Abuja,POS,2023-06-04,2023,6,Sunday,826.6914,137.7819
10929,1531,313,2,93.92,0.02,Port Harcourt,Cash,2024-04-05,2024,4,Friday,184.0832,92.0416
10930,1440,306,7,333.05,0.08,Lagos,Transfer,2024-01-08,2024,1,Monday,2144.842,306.406
10931,1401,236,6,337.69,0.06,Port Harcourt,Cash,2023-07-21,2023,7,Friday,1904.5716,317.42859999999996
10932,1046,278,5,129.84,0.16,Abuja,Cash,2024-10-15,2024,10,Tuesday,545.328,109.0656
10933,1232,291,4,165.75,0.18,Lagos,POS,2023-11-13,2023,11,Monday,543.66,135.91500000000002
10934,1304,217,4,418.23,0.18,Lagos,POS,2024-03-26,2024,3,Tuesday,1371.7944,342.94860000000006
10935,1525,297,6,382.09,0.12,Abuja,Transfer,2024-09-29,2024,9,Sunday,2017.4352,336.2392
10936,1142,262,4,167.9,0.13,Lagos,Cash,2024-10-26,2024,10,Saturday,584.292,146.073
10937,1414,349,5,269.31,0.25,Port Harcourt,POS,2024-07-30,2024,7,Tuesday,1009.9124999999999,201.98250000000002
10938,1512,338,6,35.53,0.14,Port Harcourt,POS,2023-04-06,2023,4,Thursday,183.3348,30.5558
10939,1372,385,5,108.33,0.3,Port Harcourt,Cash,2024-11-23,2024,11,Saturday,379.155,75.83099999999999
10940,1565,384,7,245.48,0.13,Port Harcourt,Cash,2024-05-10,2024,5,Friday,1494.9732,213.5676
10941,1885,203,9,47.56,0.19,Lagos,Card,2023-12-28,2023,12,Thursday,346.7124,38.5236
10942,1258,334,7,422.45,0.02,Abuja,POS,2024-04-01,2024,4,Monday,2898.007,414.001
10943,1655,260,7,360.41,0.2,Port Harcourt,Transfer,2023-06-27,2023,6,Tuesday,2018.2960000000003,288.32800000000003
10944,1470,306,4,472.1,0.26,Kano,Cash,2023-05-09,2023,5,Tuesday,1397.4160000000002,349.354
10945,1952,253,1,348.27,0.28,Port Harcourt,Cash,2024-05-04,2024,5,Saturday,250.75439999999998,250.75439999999998
10946,1970,287,8,470.5,0.3,Port Harcourt,Cash,2023-02-08,2023,2,Wednesday,2634.8,329.34999999999997
10947,1011,267,4,279.48,0.08,Lagos,Transfer,2024-04-02,2024,4,Tuesday,1028.4864,257.1216
10948,1329,328,1,302.11,0.17,Port Harcourt,Card,2023-12-16,2023,12,Saturday,250.75130000000001,250.7513
10949,1735,254,5,488.6,0.14,Port Harcourt,POS,2024-10-06,2024,10,Sunday,2100.98,420.196
10950,1783,202,8,322.85,0.17,Lagos,Card,2024-03-27,2024,3,Wednesday,2143.724,267.9655
10951,1967,365,4,20.24,0.05,Port Harcourt,Transfer,2024-01-15,2024,1,Monday,76.91199999999999,19.227999999999998
10952,1357,320,8,363.28,0.26,Port Harcourt,Card,2023-04-19,2023,4,Wednesday,2150.6175999999996,268.8272
10953,1971,328,8,453.21,0.27,Kano,Cash,2024-08-06,2024,8,Tuesday,2646.7464,330.8433
10954,1407,301,3,398.81,0.13,Kano,Cash,2023-07-27,2023,7,Thursday,1040.8941,346.9647
10955,1667,237,9,294.0,0.08,Port Harcourt,Cash,2024-07-30,2024,7,Tuesday,2434.32,270.48
10956,1372,284,3,337.3,0.04,Port Harcourt,POS,2023-08-29,2023,8,Tuesday,971.4240000000001,323.808
10957,1007,356,1,495.14,0.21,Port Harcourt,Cash,2024-08-13,2024,8,Tuesday,391.1606,391.1606
10958,1121,332,2,49.88,0.09,Port Harcourt,Transfer,2023-03-29,2023,3,Wednesday,90.7816,45.390800000000006
10959,1347,291,6,335.29,0.27,Port Harcourt,Transfer,2024-02-03,2024,2,Saturday,1468.5702,244.76170000000002
10960,1675,220,2,145.28,0.2,Kano,POS,2024-11-20,2024,11,Wednesday,232.448,116.224
10961,1089,398,6,321.84,0.19,Lagos,POS,2023-09-19,2023,9,Tuesday,1564.1424,260.6904
10962,1647,394,1,305.77,0.17,Abuja,Cash,2024-07-31,2024,7,Wednesday,253.7891,253.78909999999996
10963,1697,308,1,80.96,0.01,Lagos,Card,2023-11-21,2023,11,Tuesday,80.15039999999999,80.15039999999999
10964,1315,246,5,107.34,0.28,Abuja,Cash,2024-01-06,2024,1,Saturday,386.424,77.2848
10965,1177,283,9,312.71,0.19,Port Harcourt,Cash,2023-04-15,2023,4,Saturday,2279.6558999999997,253.2951
10966,1539,282,8,68.47,0.3,Kano,Card,2023-04-08,2023,4,Saturday,383.432,47.928999999999995
