TransactionID,CustomerID,ProductID,Quantity,UnitPrice,Discount,Region,PaymentMethod,InvoiceDate
11377,1897,348,3,395.4,0.17,,POS,2023-06-27
11378,1012,211,2,178.96,0.18,,Cash,2023-09-14
11379,1167,249,6,87.71,0.3,,POS,2023-11-06
11380,1641,331,4,21.53,0.06,Abuja,Card,2024-05-30
11381,1595,312,1,195.93,0.16,,Transfer,2023-08-03
11382,1320,369,8,452.26,0.1,Abuja,Card,2023-01-30
11383,1318,365,9,123.3,0.16,Lagos,,2023-12-12
11384,1612,352,9,107.22,0.07,Kano,POS,2023-03-06
11385,1328,213,2,485.06,0.01,,Transfer,2024-09-27
11386,1784,231,9,17.38,0.17,Port Harcourt,Transfer,2023-06-02
11387,1776,338,7,393.96,0.1,Port Harcourt,,2023-02-09
11388,1970,388,5,164.08,0.05,,,2023-01-26
11389,1910,345,7,23.56,0.1,Abuja,Transfer,2023-09-30
11390,1919,354,9,459.31,0.01,Port Harcourt,,2023-06-08
11391,1549,254,8,74.12,0.29,Port Harcourt,,2024-12-01
11392,1418,381,6,278.13,0.17,Lagos,POS,2024-08-03
11393,1605,319,4,140.66,0.24,Lagos,Card,2023-01-01
11394,1094,274,1,37.27,0.13,Lagos,Cash,2023-03-20
11395,1816,220,6,29.71,0.27,Port Harcourt,Transfer,2023-08-16
11396,1580,371,3,62.2,0.14,Port Harcourt,Cash,2023-11-23
11397,1317,332,6,,0.17,,Transfer,2024-07-11
11398,1955,286,6,381.48,0.15,,Transfer,2024-09-11
11399,1235,368,4,245.36,0.22,Abuja,Card,2024-05-15
11400,1945,258,2,174.73,0.17,Port Harcourt,Transfer,2024-04-19
11401,1333,288,9,212.09,0.08,,Transfer,2023-12-21
11402,1884,381,2,464.83,0.04,,Card,2023-05-04
11403,1375,349,3,455.82,0.18,Lagos,,2024-10-21
11404,1458,282,1,359.26,0.15,Lagos,Cash,2024-02-28
11405,1136,264,7,442.92,0.03,Lagos,Transfer,2023-09-09
11406,1929,263,1,163.23,0.12,Kano,Card,2024-05-28
11407,1587,270,9,193.65,0.15,,Transfer,2024-12-01
11408,1994,203,1,308.79,0.25,Lagos,Card,2024-05-21
11409,1546,392,5,313.69,0.02,Lagos,Cash,2024-04-30
11410,1512,342,7,243.44,0.1,Port Harcourt,POS,2024-04-22
11411,1295,303,3,203.33,0.25,Lagos,,2024-08-05
11412,1319,349,9,493.16,0.19,Port Harcourt,POS,2023-11-29
11413,1917,374,8,411.46,0.09,Abuja,Card,2024-08-31
11414,1571,292,3,220.32,0.25,Lagos,Transfer,2023-08-20
11415,1831,373,5,365.01,0.15,Port Harcourt,,2024-06-25
11416,1348,341,7,138.43,0.15,Lagos,Cash,2023-01-30
11417,1839,377,4,54.58,0.29,Abuja,,2024-12-27
11418,1778,347,5,179.45,0.28,Lagos,Transfer,2023-06-22
11419,1872,377,3,204.47,0.11,Port Harcourt,POS,2024-04-12
11420,1228,311,9,13.19,0.04,Abuja,Card,2024-04-20
11421,1269,360,9,408.32,0.1,Abuja,POS,2024-12-23
11422,1827,318,7,,0.01,Abuja,,2023-11-13
11423,1797,258,2,292.31,0.01,Kano,Transfer,2024-02-01
11424,1290,242,7,41.61,0.12,Port Harcourt,Card,2023-05-05
11425,1724,211,7,91.62,0.28,Kano,Transfer,2023-03-21
11426,1164,239,5,445.4,0.26,Abuja,Transfer,2024-11-26
11427,1004,317,9,306.3,0.15,Kano,,2024-06-10
11428,1850,219,3,475.39,0.17,Lagos,POS,2024-06-06
11429,1378,365,4,499.38,0.0,Kano,Transfer,2024-01-31
11430,1077,330,1,189.07,0.06,,Transfer,2023-03-30
11431,1409,355,6,152.91,0.01,Abuja,Transfer,2023-01-03
11432,1573,383,4,429.89,0.23,Abuja,Card,2024-06-19
11433,1131,289,1,499.31,0.04,Port Harcourt,Transfer,2024-08-23
11434,1600,293,2,316.67,0.26,Lagos,Transfer,2024-06-04
11435,1748,212,3,398.59,0.19,Port Harcourt,,2024-07-11
11436,1041,265,9,391.96,0.07,Kano,Transfer,2024-08-28
11437,1088,236,8,180.89,0.05,,Transfer,2023-03-12
11438,1401,376,7,289.26,0.19,,,2024-11-30
11439,1295,265,4,417.36,0.27,,Card,2023-05-19
11440,1839,235,1,345.62,0.22,,POS,2023-01-10
11441,1294,381,8,15.48,0.1,Lagos,,2024-05-29
11442,1615,225,4,171.67,0.18,Kano,Card,2024-06-14
11443,1525,274,3,76.52,0.09,,POS,2023-05-10
11444,1799,399,9,120.32,0.3,Abuja,Transfer,2024-02-05
11445,1690,307,4,453.22,0.22,Kano,,2023-08-09
11446,1636,367,4,23.26,0.18,Lagos,Transfer,2024-10-03
11447,1421,242,9,113.8,0.13,,,2024-03-12
11448,1864,349,2,158.24,0.19,Lagos,POS,2024-02-04
11449,1022,347,5,310.36,0.1,,Card,2023-04-23
11450,1574,207,4,269.38,0.01,Abuja,,2024-10-11
11451,1142,228,9,113.04,0.12,Kano,Card,2024-03-27
11452,1992,239,5,86.3,0.28,Abuja,Transfer,2024-07-08
11453,1664,357,9,122.22,0.19,,Transfer,2023-08-06
11454,1144,327,9,253.75,0.03,Port Harcourt,POS,2023-02-27
11455,1224,283,2,139.23,0.27,Kano,POS,2023-04-23
11456,1502,315,9,474.06,0.08,Lagos,Cash,2024-11-30
11457,1961,382,3,234.61,0.07,,Cash,2023-05-02
11458,1973,343,4,34.1,0.09,Abuja,POS,2024-02-12
11459,1820,373,1,365.99,0.17,Port Harcourt,Transfer,2024-04-04
11460,1615,261,1,167.78,0.16,,Card,2023-03-26
11461,1103,206,1,328.48,0.15,Lagos,POS,2024-09-09
11462,1946,244,9,143.4,0.22,Abuja,Card,2024-02-04
11463,1038,386,8,287.52,0.09,Kano,Cash,2023-12-22
11464,1946,383,5,387.22,0.23,Port Harcourt,Card,2023-04-09
11465,1197,375,5,464.36,0.05,,POS,2024-06-04
11466,1645,354,9,134.26,0.23,,Transfer,2024-06-01
11467,1578,380,3,170.75,0.2,,POS,2023-04-18
11468,1390,287,3,234.81,0.2,,,2023-06-01
11469,1178,272,7,463.95,0.14,Abuja,,2023-01-27
11470,1967,362,9,451.19,0.2,Kano,,2023-04-29
11471,1553,378,6,49.49,0.02,Lagos,Transfer,2024-12-23
11472,1447,236,2,70.31,0.26,Port Harcourt,POS,2023-04-10
11473,1499,318,1,250.28,0.02,,,2023-01-03
11474,1014,256,2,57.78,0.04,,POS,2023-11-25
11475,1622,207,1,176.06,0.17,Kano,Cash,2024-06-12
11476,1668,294,9,78.45,0.22,Kano,,2023-04-16
11477,1288,316,8,319.84,0.02,Abuja,,2023-08-18
11478,1477,309,7,475.0,0.28,Abuja,Transfer,2023-10-31
11479,1230,219,3,498.38,0.29,Abuja,POS,2023-06-26
11480,1922,323,8,190.74,0.18,Port Harcourt,Transfer,2023-03-25
11481,1419,252,2,301.51,0.14,Abuja,Transfer,2023-09-20
11482,1156,318,2,428.85,0.22,,POS,2023-07-15
11483,1549,211,3,63.14,0.1,Abuja,Cash,2023-09-06
11484,1440,376,7,346.33,0.15,Port Harcourt,POS,2024-01-17
11485,1096,216,1,207.38,0.27,Abuja,Cash,2024-04-02
11486,1996,263,8,107.04,0.29,Abuja,Transfer,2024-10-22
11487,1410,241,7,204.36,0.28,,Cash,2024-12-18
11488,1950,293,4,42.6,0.08,,Cash,2024-02-13
11489,1288,356,5,349.23,0.07,,Cash,2023-03-22
11490,1253,346,1,130.11,0.09,Abuja,,2024-12-01
11491,1195,210,4,159.15,0.13,,,2024-02-16
11492,1597,297,1,64.94,0.09,Kano,Transfer,2023-07-25
11493,1833,377,1,433.01,0.11,Lagos,POS,2024-01-23
11494,1521,270,1,249.25,0.19,Lagos,Cash,2024-02-03
11495,1516,307,7,288.21,0.23,,,2023-01-08
11496,1634,257,7,286.87,0.22,Port Harcourt,POS,2024-09-17
11497,1841,233,4,208.19,0.24,,Cash,2024-05-31
11498,1864,219,2,100.3,0.01,,POS,2024-03-25
11499,1117,249,3,373.84,0.01,Abuja,Card,2024-04-20
11500,1805,301,8,67.89,0.24,Port Harcourt,Cash,2023-12-08
11501,1908,337,8,56.42,0.16,,POS,2023-03-14
11502,1158,359,6,356.52,0.17,Kano,Cash,2023-05-01
11503,1814,251,9,108.37,0.02,Lagos,Cash,2023-10-29
11504,1227,214,9,156.85,0.08,Kano,Card,2023-08-22
11505,1876,283,4,240.24,0.19,Kano,POS,2023-03-07
11506,1215,330,1,227.43,0.26,Kano,Transfer,2023-08-18
11507,1947,236,1,355.75,0.28,Port Harcourt,,2024-06-26
11508,1695,325,5,313.6,0.15,Port Harcourt,Cash,2023-02-20
11509,1014,239,2,323.98,0.16,Port Harcourt,Cash,2024-10-20
11510,1156,271,6,358.46,0.25,Lagos,Cash,2024-08-29
11511,1647,239,7,149.84,0.16,Abuja,Cash,2023-11-25
11512,1260,255,1,164.55,0.16,,,2024-01-22
11513,1156,350,6,221.81,0.27,,Transfer,2023-02-07
11514,1046,303,8,157.19,0.24,Abuja,Card,2024-12-10
11515,1323,338,5,492.54,0.27,,Transfer,2023-06-22
11516,1843,309,7,407.96,0.07,Kano,,2024-05-07
11517,1684,391,6,86.5,0.16,Lagos,POS,2024-03-30
11518,1129,335,4,7.77,0.25,,Card,2023-02-10
11519,1410,292,7,26.18,0.03,Lagos,Card,2023-05-09
11520,1094,293,9,125.81,0.24,Abuja,POS,2023-02-23
11521,1626,255,7,61.57,0.05,,Cash,2023-03-27
11522,1754,259,5,269.0,0.24,Lagos,,2024-12-24
11523,1931,337,7,429.71,0.18,Kano,POS,2023-09-26
11524,1291,238,3,369.69,0.06,Kano,Transfer,2023-10-23
11525,1793,227,2,111.73,0.14,Abuja,Transfer,2023-01-21
11526,1810,248,5,202.65,0.2,Port Harcourt,POS,2023-08-03
11527,1282,363,4,256.41,0.19,,,2024-02-29
11528,1068,324,5,406.05,0.13,Kano,Card,2023-07-08
11529,1659,212,8,420.37,0.27,Kano,Card,2023-06-10
11530,1010,235,4,455.31,0.16,Abuja,Cash,2024-12-13
11531,1253,300,9,257.08,0.15,Kano,,2024-06-24
11532,1841,225,7,348.67,0.02,,Transfer,2024-01-16
11533,1871,285,7,60.34,0.28,Abuja,Transfer,2023-09-01
11534,1549,203,8,284.82,0.05,Lagos,Cash,2023-07-02
11535,1133,281,6,128.1,0.16,Abuja,Transfer,2024-06-27
11536,1711,391,8,218.7,0.24,,Cash,2024-07-01
11537,1022,365,3,318.86,0.06,,Cash,2023-04-03
11538,1814,326,1,132.21,0.16,Lagos,POS,2024-01-03
11539,1345,287,6,30.83,0.07,Abuja,Card,2023-06-08
11540,1301,326,1,10.07,0.23,,,2024-02-02
11541,1362,319,9,15.97,0.17,,,2023-06-29
11542,1395,221,2,9.13,0.26,Lagos,Card,2024-03-13
11543,1217,329,2,59.63,0.27,Port Harcourt,,2024-01-08
11544,1140,230,7,123.55,0.19,Abuja,Transfer,2023-11-02
11545,1615,318,2,114.5,0.22,,Transfer,2024-01-14
11546,1957,210,8,493.46,0.16,Kano,,2023-08-06
11547,1209,245,6,156.47,0.12,Lagos,POS,2023-11-25
11548,1984,295,7,68.07,0.19,Port Harcourt,,2023-12-09
11549,1992,389,7,275.05,0.27,Port Harcourt,Cash,2024-12-24
11550,1622,396,6,429.69,0.13,Lagos,Cash,2023-06-12
11551,1615,391,9,340.64,0.09,Port Harcourt,Card,2023-06-07
11552,1827,209,9,151.56,0.12,,Transfer,2023-04-20
11553,1682,367,7,283.0,0.13,Port Harcourt,POS,2024-07-20
11554,1459,327,9,358.85,0.02,Abuja,,2023-12-16
11555,1355,351,3,365.41,0.15,Kano,Cash,2024-12-26
11556,1323,298,3,334.94,0.15,,Transfer,2023-12-31
11557,1132,371,1,436.05,0.18,Lagos,Transfer,2023-01-15
11558,1887,311,5,435.7,0.11,Kano,POS,2023-06-02
11559,1804,259,4,291.57,0.18,,POS,2024-06-15
11560,1839,389,2,217.78,0.26,Kano,POS,2024-02-04
11561,1126,286,9,322.58,0.29,Port Harcourt,POS,2023-02-21
11562,1105,344,3,410.01,0.18,Lagos,Cash,2024-04-13
11563,1603,264,8,7.8,0.01,Lagos,POS,2023-11-17
11564,1798,256,6,496.04,0.29,Abuja,Transfer,2024-08-18
11565,1377,382,5,95.53,0.21,Port Harcourt,Transfer,2024-01-02
11566,1904,305,1,237.77,0.1,Abuja,,2024-04-30
11567,1050,380,4,436.65,0.04,Abuja,Transfer,2024-10-02
11568,1028,383,3,116.39,0.04,Port Harcourt,Transfer,2023-01-16
11569,1461,208,1,241.01,0.05,,Cash,2024-02-15
11570,1295,221,5,70.63,0.01,Abuja,Transfer,2023-10-01
11571,1296,340,6,200.56,0.27,Kano,Card,2024-08-11
11572,1725,288,2,92.68,0.16,,Transfer,2023-11-02
11573,1778,375,3,185.0,0.21,Port Harcourt,,2023-04-02
11574,1406,217,6,189.86,0.25,Lagos,,2024-04-02
11575,1768,314,4,496.62,0.24,,POS,2023-09-27
11576,1813,367,9,497.43,0.26,Abuja,Cash,2023-02-21
11577,1612,344,5,61.82,0.29,Kano,,2023-05-01
11578,1404,342,4,364.35,0.13,Port Harcourt,Card,2023-02-19
11579,1345,305,2,,0.29,Lagos,Card,2024-04-19
11580,1621,214,6,19.95,0.22,Kano,POS,2024-05-06
11581,1419,262,2,57.14,0.02,Lagos,Cash,2024-01-15
11582,1181,366,7,482.92,0.2,Port Harcourt,Cash,2024-09-23
11583,1982,212,3,470.73,0.21,,Transfer,2024-01-22
11584,1824,280,9,100.99,0.27,Abuja,Card,2024-08-29
11585,1000,231,5,85.03,0.11,Port Harcourt,Card,2024-10-22
11586,1830,336,8,124.06,0.18,Kano,Card,2023-10-16
11587,1949,239,6,260.2,0.0,,Card,2024-03-29
11588,1566,347,8,287.0,0.1,Lagos,,2024-01-06
11589,1370,281,3,114.69,0.02,,Cash,2023-07-03
11590,1935,276,3,379.53,0.16,,Transfer,2024-10-23
11591,1910,390,5,158.23,0.25,Kano,,2023-07-24
11592,1660,275,3,461.46,0.06,Abuja,Cash,2023-06-21
11593,1430,371,8,330.08,0.16,,POS,2023-08-10
11594,1968,237,8,220.99,0.06,,Card,2023-06-17
11595,1308,387,2,396.01,0.04,Abuja,Transfer,2023-09-01
11596,1136,270,4,409.87,0.15,Abuja,Cash,2023-08-06
11597,1201,247,1,148.79,0.02,Lagos,POS,2023-02-25
11598,1435,217,4,173.16,0.18,Lagos,Card,2024-07-28
11599,1312,343,4,468.3,0.01,Abuja,POS,2024-09-06
11600,1116,382,9,86.55,0.03,Port Harcourt,POS,2023-06-16
11601,1665,238,3,25.86,0.16,Abuja,,2024-06-02
11602,1936,395,2,229.76,0.18,Lagos,POS,2023-05-22
11603,1802,386,9,401.6,0.01,Kano,,2023-05-05
11604,1574,288,9,386.98,0.17,Kano,,2023-03-31
11605,1243,261,1,460.17,0.25,,POS,2023-11-07
11606,1536,340,6,268.93,0.22,Kano,Cash,2024-01-06
11607,1601,308,8,54.53,0.04,Lagos,POS,2023-08-04
11608,1074,280,3,296.4,0.18,Kano,POS,2024-03-16
11609,1805,333,9,390.31,0.2,Port Harcourt,Cash,2024-09-26
11610,1385,276,2,51.2,0.01,Abuja,Card,2023-07-05
11611,1902,387,6,90.47,0.26,Abuja,Transfer,2023-06-02
11612,1209,289,1,11.08,0.27,Lagos,Card,2024-09-17
11613,1474,213,7,298.86,0.26,,POS,2023-04-06
11614,1417,294,3,443.93,0.25,Abuja,Card,2024-12-10
11615,1346,253,7,336.98,0.22,Kano,Transfer,2023-12-02
11616,1528,331,4,491.11,0.19,Port Harcourt,Card,2024-05-29
11617,1639,238,9,36.2,0.2,,Transfer,2023-05-29
11618,1938,271,5,451.99,0.24,,Card,2024-09-14
11619,1954,224,3,407.96,0.2,,,2024-06-15
11620,1875,276,8,160.55,0.1,Abuja,POS,2024-12-15
11621,1762,359,6,486.9,0.11,,Transfer,2024-02-06
11622,1178,386,2,147.53,0.27,Lagos,POS,2024-11-24
11623,1181,390,3,445.21,0.01,Kano,,2023-11-27
11624,1663,365,8,440.97,0.21,Port Harcourt,Card,2023-08-15
11625,1024,319,7,380.04,0.29,Kano,POS,2023-12-24
11626,1966,252,6,283.92,0.21,Lagos,Card,2024-08-10
11627,1179,394,1,64.4,0.3,Lagos,Card,2023-11-12
11628,1709,355,9,268.33,0.21,Kano,POS,2023-02-05
11629,1500,330,3,181.61,0.01,Abuja,Transfer,2024-05-23
11630,1855,349,5,397.15,0.25,Lagos,Transfer,2024-04-22
11631,1160,295,7,380.27,0.09,,POS,2024-03-03
11632,1176,365,7,455.75,0.13,Port Harcourt,Transfer,2024-03-25
11633,1284,399,3,12.34,0.09,Port Harcourt,Cash,2023-03-31
11634,1062,271,4,405.51,0.08,Lagos,Card,2024-06-24
11635,1661,261,7,469.54,0.13,,POS,2023-06-25
11636,1665,384,8,395.7,0.11,Kano,,2024-02-24
11637,1155,205,2,69.45,0.19,Port Harcourt,POS,2024-10-09
11638,1881,231,9,45.23,0.24,,POS,2024-11-17
11639,1468,298,7,15.32,0.09,,Card,2024-09-29
11640,1048,337,8,316.23,0.06,Abuja,,2023-06-20
11641,1966,330,6,316.69,0.2,Lagos,Card,2024-01-29
11642,1848,386,6,493.52,0.2,,Transfer,2023-09-23
11643,1083,275,9,202.03,0.27,Kano,POS,2024-05-18
11644,1360,376,4,169.29,0.0,Port Harcourt,Card,2023-05-14
11645,1688,258,5,314.09,0.26,Abuja,Cash,2023-01-26
11646,1147,230,9,413.68,0.16,Kano,POS,2023-10-04
11647,1629,292,1,468.7,0.19,Port Harcourt,Transfer,2023-04-10
11648,1341,268,4,402.55,0.03,Lagos,Card,2024-03-17
11649,1475,389,7,216.2,0.13,Kano,Card,2024-02-29
11650,1062,251,9,319.28,0.07,Port Harcourt,Cash,2023-01-30
11651,1700,288,6,428.87,0.08,Abuja,Transfer,2024-10-06
11652,1359,326,8,247.85,0.15,Port Harcourt,Cash,2024-05-10
11653,1560,368,9,112.26,0.24,,POS,2024-10-12
11654,1326,230,4,89.01,0.22,Abuja,,2023-07-10
11655,1768,283,1,5.08,0.18,Kano,Card,2023-07-06
11656,1735,326,8,360.53,0.16,Lagos,Cash,2023-05-20
11657,1140,349,2,59.99,0.13,Abuja,Card,2023-11-16
11658,1989,331,1,125.7,0.29,Abuja,Card,2024-01-04
11659,1214,212,7,152.45,0.17,Abuja,Cash,2023-10-24
11660,1434,244,9,,0.08,Port Harcourt,Card,2023-07-19
11661,1890,326,9,201.99,0.07,,Transfer,2024-01-14
11662,1951,369,3,338.96,0.18,Lagos,Transfer,2023-03-21
11663,1722,313,6,32.54,0.16,Lagos,,2024-03-22
11664,1317,376,7,66.35,0.0,,Transfer,2024-05-15
11665,1031,219,9,252.11,0.25,Port Harcourt,Cash,2023-09-16
11666,1669,280,2,171.8,0.21,Port Harcourt,Transfer,2024-09-04
11667,1284,381,8,,0.2,,,2024-06-27
11668,1304,363,7,38.18,0.02,,POS,2023-05-01
11669,1428,328,4,448.38,0.11,Kano,POS,2023-02-24
11670,1476,342,2,347.45,0.28,Port Harcourt,Cash,2024-05-07
11671,1285,216,8,65.2,0.26,Abuja,,2023-01-18
11672,1143,351,5,37.2,0.09,Lagos,Transfer,2023-11-05
11673,1423,257,6,487.56,0.05,Port Harcourt,,2024-09-24
11674,1018,271,7,342.18,0.13,,Card,2023-04-20
11675,1017,308,1,211.64,0.11,Abuja,,2023-11-27
11676,1768,222,8,352.36,0.2,Kano,Transfer,2024-07-26
11677,1589,373,4,379.38,0.29,Kano,Cash,2023-09-21
11678,1370,271,9,391.08,0.11,Abuja,Card,2023-09-25
11679,1174,207,1,241.55,0.02,Abuja,,2024-03-10
11680,1193,258,2,217.79,0.27,,POS,2024-03-25
11681,1501,310,6,10.46,0.01,,Transfer,2023-10-24
11682,1987,386,1,463.65,0.29,Lagos,Cash,2024-09-30
11683,1112,212,4,303.64,0.2,Lagos,Transfer,2023-05-17
11684,1113,366,8,105.56,0.28,Kano,,2024-08-12
11685,1221,355,5,460.2,0.06,Abuja,Cash,2024-12-19
11686,1677,388,9,457.89,0.01,Kano,POS,2024-02-01
11687,1946,215,6,494.65,0.15,,Card,2023-07-03
11688,1830,318,1,437.66,0.14,Port Harcourt,,2024-02-16
11689,1643,201,6,498.9,0.1,,Cash,2024-08-23
11690,1896,344,6,126.12,0.29,Port Harcourt,Card,2023-11-16
11691,1263,229,6,421.91,0.25,Abuja,Cash,2024-07-29
11692,1924,302,8,412.4,0.2,Abuja,,2023-11-22
11693,1054,212,6,119.32,0.05,Abuja,Cash,2024-07-20
11694,1870,295,5,53.73,0.22,Lagos,POS,2024-02-21
11695,1642,293,2,489.81,0.22,Lagos,Cash,2024-11-30
11696,1799,281,4,151.53,0.13,Port Harcourt,,2024-12-03
11697,1777,212,5,436.09,0.28,Kano,Cash,2024-08-29
11698,1457,370,4,7.04,0.05,Kano,Card,2023-03-31
11699,1978,293,2,15.41,0.08,Port Harcourt,Card,2024-03-16
11700,1877,348,7,235.61,0.02,Lagos,Transfer,2023-03-16
11701,1161,311,2,123.16,0.24,,Transfer,2024-07-27
11702,1379,254,1,,0.19,Port Harcourt,POS,2023-09-24
11703,1992,280,5,284.95,0.09,Kano,Card,2024-09-24
11704,1086,367,1,,0.05,Port Harcourt,Transfer,2023-11-08
11705,1054,315,1,85.5,0.01,Port Harcourt,Cash,2024-04-27
11706,1475,342,1,197.08,0.05,Abuja,POS,2023-01-28
11707,1799,379,6,96.87,0.14,Lagos,,2023-12-08
11708,1177,307,9,397.15,0.07,Abuja,Transfer,2024-03-01
11709,1390,252,1,210.95,0.08,Lagos,Transfer,2024-06-18
11710,1348,327,5,51.25,0.26,Port Harcourt,Card,2024-02-14
11711,1007,379,9,244.75,0.15,Lagos,POS,2024-09-02
11712,1832,357,9,49.96,0.22,Kano,Card,2023-10-12
11713,1312,360,1,68.82,0.01,Abuja,Card,2024-09-13
11714,1758,256,8,123.61,0.11,Port Harcourt,POS,2024-12-15
11715,1834,251,1,430.47,0.14,Kano,Cash,2023-04-16
11716,1983,336,8,462.68,0.06,Lagos,Transfer,2024-05-18
11717,1982,381,1,414.0,0.04,Lagos,Card,2023-02-15
11718,1442,310,5,170.37,0.26,Kano,Transfer,2024-03-22
11719,1766,200,8,139.86,0.28,Lagos,POS,2023-05-24
11720,1327,243,6,276.83,0.02,Abuja,Cash,2024-06-20
11721,1053,274,9,362.32,0.1,,,2023-03-03
11722,1760,297,1,496.72,0.29,Lagos,Cash,2023-03-23
11723,1238,208,9,70.13,0.02,Port Harcourt,POS,2023-12-02
11724,1228,231,1,29.4,0.19,Lagos,Cash,2023-07-30
11725,1578,214,3,348.71,0.29,Port Harcourt,,2024-02-04
11726,1050,339,1,416.95,0.29,Lagos,Card,2024-12-09
11727,1608,384,3,423.94,0.14,Lagos,Cash,2023-12-13
11728,1603,335,2,340.84,0.05,Port Harcourt,POS,2023-07-17
11729,1263,271,2,477.24,0.06,Abuja,Cash,2024-01-12
11730,1417,354,9,257.95,0.27,,,2023-06-11
11731,1802,389,8,457.34,0.27,,POS,2023-07-27
11732,1095,211,1,484.07,0.18,Abuja,Cash,2024-03-02
11733,1087,264,4,424.34,0.23,Lagos,POS,2023-02-13
11734,1077,306,1,158.33,0.22,,,2024-05-05
11735,1287,241,1,102.13,0.2,Abuja,Card,2023-10-06
11736,1119,389,4,276.32,0.25,Abuja,,2023-05-26
11737,1813,314,2,229.24,0.21,,Card,2023-03-10
11738,1490,338,3,439.49,0.16,Port Harcourt,Transfer,2024-10-13
11739,1911,302,9,54.52,0.07,Kano,,2024-06-05
11740,1451,370,2,132.58,0.22,Port Harcourt,Card,2023-04-21
11741,1499,294,4,377.14,0.14,Lagos,Transfer,2024-07-02
11742,1164,216,1,52.02,0.09,Port Harcourt,Transfer,2024-08-15
11743,1181,359,2,163.78,0.24,Kano,Transfer,2024-08-30
11744,1468,284,5,196.64,0.21,Kano,POS,2023-02-24
11745,1909,367,1,313.18,0.28,Abuja,,2024-10-05
11746,1734,350,7,83.28,0.05,Lagos,,2023-08-11
11747,1822,255,4,431.0,0.19,Abuja,,2024-07-28
11748,1943,333,6,226.53,0.07,Port Harcourt,,2024-06-07
11749,1977,285,8,458.93,0.27,Port Harcourt,POS,2023-05-26
11750,1006,377,6,236.6,0.03,,,2023-09-21
11751,1329,301,2,141.14,0.2,Abuja,Card,2024-06-27
11752,1774,364,1,75.21,0.24,Abuja,Transfer,2024-04-12
11753,1672,391,8,6.85,0.11,Abuja,POS,2024-07-14
11754,1150,253,8,268.42,0.29,Abuja,POS,2023-07-06
11755,1084,399,9,58.04,0.26,Kano,,2023-12-09
11756,1146,376,6,198.91,0.09,,Transfer,2023-04-09
11757,1623,314,1,296.69,0.0,Lagos,Card,2024-11-09
11758,1380,338,9,141.46,0.09,Lagos,Transfer,2023-11-02
11759,1914,287,3,91.74,0.08,Lagos,Cash,2024-12-25
11760,1547,248,6,388.49,0.27,Kano,Transfer,2023-07-18
11761,1284,348,9,473.66,0.29,,Card,2023-06-03
11762,1699,314,3,54.72,0.02,,Card,2023-04-06
11763,1081,393,5,82.02,0.14,Kano,Card,2024-07-28
11764,1513,262,5,480.21,0.16,Abuja,POS,2024-12-06
11765,1896,303,7,23.7,0.03,Port Harcourt,POS,2023-12-25
11766,1814,282,4,488.93,0.11,Abuja,Cash,2024-02-03
11767,1708,302,4,7.3,0.1,Lagos,Transfer,2024-01-11
11768,1915,355,7,437.47,0.16,Abuja,,2024-08-24
11769,1522,216,9,157.13,0.2,Kano,Cash,2023-11-24
11770,1745,205,4,469.6,0.21,Lagos,,2023-09-29
11771,1385,346,4,161.89,0.04,Port Harcourt,,2024-08-19
11772,1706,383,6,328.88,0.24,Lagos,Cash,2023-10-22
11773,1470,227,6,44.62,0.2,Abuja,Transfer,2024-01-30
11774,1118,393,7,124.95,0.27,,,2024-04-16
11775,1395,237,1,387.97,0.13,,POS,2024-07-01
11776,1531,318,3,266.7,0.27,,POS,2023-01-18
11777,1260,236,9,464.34,0.26,Lagos,Cash,2023-03-18
11778,1804,314,6,217.23,0.13,,,2023-02-18
11779,1933,267,6,435.56,0.11,Kano,Cash,2024-05-12
11780,1255,376,5,227.23,0.28,Port Harcourt,POS,2024-03-01
11781,1733,242,3,489.73,0.21,,Cash,2024-07-09
11782,1904,363,5,480.12,0.28,Kano,,2024-09-12
11783,1225,257,1,167.92,0.24,Kano,,2023-05-09
11784,1052,212,3,443.53,0.18,Lagos,POS,2024-06-02
11785,1939,251,4,424.57,0.03,Lagos,Card,2023-10-31
11786,1866,257,5,109.29,0.09,Port Harcourt,Card,2023-04-22
11787,1499,231,9,314.02,0.29,Port Harcourt,Transfer,2024-12-25
11788,1505,304,4,40.98,0.1,Abuja,POS,2023-12-29
11789,1853,387,3,419.17,0.03,Port Harcourt,Transfer,2023-03-07
11790,1363,282,1,91.4,0.21,Lagos,POS,2023-01-31
11791,1279,385,6,40.05,0.22,Kano,,2023-10-22
11792,1592,298,7,203.11,0.09,Abuja,POS,2023-11-15
11793,1713,303,8,290.58,0.09,Port Harcourt,Cash,2023-01-14
11794,1157,383,1,428.18,0.14,Kano,Transfer,2024-07-23
11795,1631,227,4,487.25,0.01,Lagos,POS,2023-08-30
11796,1058,328,5,222.55,0.24,,Transfer,2023-12-19
11797,1726,369,2,34.92,0.1,Abuja,POS,2023-09-05
11798,1127,247,1,375.81,0.26,Kano,Card,2024-09-01
11799,1735,239,8,284.76,0.24,Lagos,Transfer,2024-04-12
11800,1720,296,6,226.71,0.2,Lagos,,2024-01-23
11801,1881,390,5,158.09,0.1,Abuja,,2024-11-04
11802,1114,399,9,253.69,0.15,Abuja,POS,2024-03-17
11803,1208,313,2,172.65,0.13,Port Harcourt,,2023-12-08
